Rank,Source_ID,Source_Name,Source_Group,Dest_ID,Dest_Name,Dest_Group,Water_m3,Share_pct,Path
103,114,Product 114,Electricity,80,Product 80,Petroleum,5689656.39,0.0988,Product 114 → Product 80
104,20,Product 20,Agriculture,63,Product 63,Manufacturing,5623979.98,0.0976,Product 20 → Product 63
105,71,Product 71,Petroleum,51,Product 51,Manufacturing,5556150.64,0.0964,Product 71 → Product 51
106,24,Product 24,Agriculture,63,Product 63,Manufacturing,5377525.1,0.0933,Product 24 → Product 63
107,114,Product 114,Electricity,76,Product 76,Petroleum,5312312.7,0.0922,Product 114 → Product 76
108,114,Product 114,Electricity,73,Product 73,Petroleum,5292240.73,0.0919,Product 114 → Product 73
109,18,Product 18,Agriculture,52,Product 52,Manufacturing,5255066.39,0.0912,Product 18 → Product 52
110,114,Product 114,Electricity,74,Product 74,Petroleum,5127113.98,0.089,Product 114 → Product 74
111,2,Product 2,Agriculture,63,Product 63,Manufacturing,5055510.76,0.0878,Product 2 → Product 63
112,67,Product 67,Manufacturing,67,Product 67,Manufacturing,4953147.42,0.086,Product 67 → Product 67
113,19,Product 19,Agriculture,132,Product 132,Services,4919788.87,0.0854,Product 19 → Product 132
114,17,Product 17,Agriculture,118,Product 118,Services,4880137.33,0.0847,Product 17 → Product 118
115,114,Product 114,Electricity,124,Product 124,Services,4805776.29,0.0834,Product 114 → Product 124
116,1,Product 1,Agriculture,76,Product 76,Petroleum,4793779.53,0.0832,Product 1 → Product 76
117,1,Product 1,Agriculture,73,Product 73,Petroleum,4748816.94,0.0824,Product 1 → Product 73
118,24,Product 24,Agriculture,119,Product 119,Services,4712777.66,0.0818,Product 24 → Product 119
119,1,Product 1,Agriculture,81,Product 81,Manufacturing,4607140.74,0.08,Product 1 → Product 81
120,70,Product 70,Manufacturing,52,Product 52,Manufacturing,4589662.79,0.0797,Product 70 → Product 52
121,114,Product 114,Electricity,77,Product 77,Petroleum,4565287.66,0.0792,Product 114 → Product 77
122,114,Product 114,Electricity,79,Product 79,Petroleum,4461491.7,0.0774,Product 114 → Product 79
123,20,Product 20,Agriculture,126,Product 126,Services,4438997.58,0.0771,Product 20 → Product 126
124,24,Product 24,Agriculture,120,Product 120,Services,4381056.52,0.076,Product 24 → Product 120
125,12,Product 12,Agriculture,119,Product 119,Services,4336794.01,0.0753,Product 12 → Product 119
126,2,Product 2,Agriculture,80,Product 80,Petroleum,4275365.28,0.0742,Product 2 → Product 80
127,1,Product 1,Agriculture,124,Product 124,Services,4258218.12,0.0739,Product 1 → Product 124
128,1,Product 1,Agriculture,77,Product 77,Petroleum,4119671.37,0.0715,Product 1 → Product 77
129,20,Product 20,Agriculture,49,Product 49,Manufacturing,4081019.13,0.0708,Product 20 → Product 49
130,1,Product 1,Agriculture,79,Product 79,Petroleum,4051718.61,0.0703,Product 1 → Product 79
131,18,Product 18,Agriculture,49,Product 49,Manufacturing,3952010.12,0.0686,Product 18 → Product 49
132,3,Product 3,Agriculture,44,Product 44,Manufacturing,3934078.28,0.0683,Product 3 → Product 44
133,1,Product 1,Agriculture,74,Product 74,Petroleum,3929964.13,0.0682,Product 1 → Product 74
134,70,Product 70,Manufacturing,122,Product 122,Services,3823207.33,0.0664,Product 70 → Product 122
135,18,Product 18,Agriculture,51,Product 51,Manufacturing,3771602.83,0.0655,Product 18 → Product 51
136,114,Product 114,Electricity,119,Product 119,Services,3746857.45,0.065,Product 114 → Product 119
137,8,Product 8,Agriculture,52,Product 52,Manufacturing,3665667.97,0.0636,Product 8 → Product 52
138,19,Product 19,Agriculture,127,Product 127,Services,3560575.27,0.0618,Product 19 → Product 127
139,1,Product 1,Agriculture,66,Product 66,Manufacturing,3550751.18,0.0616,Product 1 → Product 66
140,19,Product 19,Agriculture,52,Product 52,Manufacturing,3500421.96,0.0608,Product 19 → Product 52
141,71,Product 71,Petroleum,63,Product 63,Manufacturing,3464412.46,0.0601,Product 71 → Product 63
142,69,Product 69,Manufacturing,120,Product 120,Services,3403283.84,0.0591,Product 69 → Product 120
143,70,Product 70,Manufacturing,51,Product 51,Manufacturing,3390766.0,0.0589,Product 70 → Product 51
144,19,Product 19,Agriculture,122,Product 122,Services,3369789.83,0.0585,Product 19 → Product 122
145,18,Product 18,Agriculture,120,Product 120,Services,3364850.82,0.0584,Product 18 → Product 120
146,71,Product 71,Petroleum,81,Product 81,Manufacturing,3257492.1,0.0565,Product 71 → Product 81
147,66,Product 66,Manufacturing,67,Product 67,Manufacturing,3242667.77,0.0563,Product 66 → Product 67
148,9,Product 9,Agriculture,118,Product 118,Services,3228319.12,0.056,Product 9 → Product 118
149,9,Product 9,Agriculture,51,Product 51,Manufacturing,3205775.02,0.0556,Product 9 → Product 51
150,12,Product 12,Agriculture,127,Product 127,Services,3133535.01,0.0544,Product 12 → Product 127
151,1,Product 1,Agriculture,67,Product 67,Manufacturing,3096932.78,0.0538,Product 1 → Product 67
152,15,Product 15,Agriculture,44,Product 44,Manufacturing,3086851.62,0.0536,Product 15 → Product 44
153,114,Product 114,Electricity,137,Product 137,Services,3086357.88,0.0536,Product 114 → Product 137
154,70,Product 70,Manufacturing,61,Product 61,Manufacturing,3054784.74,0.053,Product 70 → Product 61
155,12,Product 12,Agriculture,47,Product 47,Manufacturing,2999688.6,0.0521,Product 12 → Product 47
156,72,Product 72,Petroleum,44,Product 44,Manufacturing,2967209.01,0.0515,Product 72 → Product 44
157,71,Product 71,Petroleum,80,Product 80,Petroleum,2961743.21,0.0514,Product 71 → Product 80
158,71,Product 71,Petroleum,76,Product 76,Petroleum,2927832.7,0.0508,Product 71 → Product 76
159,4,Product 4,Agriculture,44,Product 44,Manufacturing,2927261.89,0.0508,Product 4 → Product 44
160,71,Product 71,Petroleum,73,Product 73,Petroleum,2917448.76,0.0506,Product 71 → Product 73
161,114,Product 114,Electricity,67,Product 67,Manufacturing,2878226.83,0.05,Product 114 → Product 67
162,2,Product 2,Agriculture,124,Product 124,Services,2877600.6,0.05,Product 2 → Product 124
163,71,Product 71,Petroleum,119,Product 119,Services,2846110.51,0.0494,Product 71 → Product 119
164,71,Product 71,Petroleum,74,Product 74,Petroleum,2843761.53,0.0494,Product 71 → Product 74
165,9,Product 9,Agriculture,120,Product 120,Services,2791035.75,0.0484,Product 9 → Product 120
166,19,Product 19,Agriculture,136,Product 136,Services,2753112.13,0.0478,Product 19 → Product 136
167,12,Product 12,Agriculture,126,Product 126,Services,2744983.32,0.0476,Product 12 → Product 126
168,17,Product 17,Agriculture,120,Product 120,Services,2695819.37,0.0468,Product 17 → Product 120
169,114,Product 114,Electricity,66,Product 66,Manufacturing,2693238.97,0.0468,Product 114 → Product 66
170,70,Product 70,Manufacturing,126,Product 126,Services,2687954.25,0.0467,Product 70 → Product 126
171,72,Product 72,Petroleum,122,Product 122,Services,2600476.26,0.0451,Product 72 → Product 122
172,66,Product 66,Manufacturing,44,Product 44,Manufacturing,2590158.64,0.045,Product 66 → Product 44
173,9,Product 9,Agriculture,61,Product 61,Manufacturing,2586949.58,0.0449,Product 9 → Product 61
174,1,Product 1,Agriculture,78,Product 78,Petroleum,2574942.48,0.0447,Product 1 → Product 78
175,72,Product 72,Petroleum,132,Product 132,Services,2573100.26,0.0447,Product 72 → Product 132
176,7,Product 7,Agriculture,61,Product 61,Manufacturing,2569200.56,0.0446,Product 7 → Product 61
177,2,Product 2,Agriculture,76,Product 76,Petroleum,2564750.27,0.0445,Product 2 → Product 76
178,2,Product 2,Agriculture,73,Product 73,Petroleum,2542109.54,0.0441,Product 2 → Product 73
179,71,Product 71,Petroleum,77,Product 77,Petroleum,2516116.66,0.0437,Product 71 → Product 77
180,2,Product 2,Agriculture,81,Product 81,Manufacturing,2501655.73,0.0434,Product 2 → Product 81
181,66,Product 66,Manufacturing,127,Product 127,Services,2481427.9,0.0431,Product 66 → Product 127
182,18,Product 18,Agriculture,118,Product 118,Services,2464034.03,0.0428,Product 18 → Product 118
183,71,Product 71,Petroleum,79,Product 79,Petroleum,2448908.04,0.0425,Product 71 → Product 79
184,1,Product 1,Agriculture,59,Product 59,Manufacturing,2435764.44,0.0423,Product 1 → Product 59
185,114,Product 114,Electricity,136,Product 136,Services,2415877.44,0.0419,Product 114 → Product 136
186,1,Product 1,Agriculture,58,Product 58,Manufacturing,2415083.44,0.0419,Product 1 → Product 58
187,12,Product 12,Agriculture,80,Product 80,Petroleum,2400615.58,0.0417,Product 12 → Product 80
188,1,Product 1,Agriculture,60,Product 60,Manufacturing,2392341.14,0.0415,Product 1 → Product 60
189,3,Product 3,Agriculture,52,Product 52,Manufacturing,2383803.94,0.0414,Product 3 → Product 52
190,18,Product 18,Agriculture,61,Product 61,Manufacturing,2378552.55,0.0413,Product 18 → Product 61
191,19,Product 19,Agriculture,51,Product 51,Manufacturing,2319923.32,0.0403,Product 19 → Product 51
192,1,Product 1,Agriculture,137,Product 137,Services,2293708.36,0.0398,Product 1 → Product 137
193,1,Product 1,Agriculture,55,Product 55,Manufacturing,2291045.52,0.0398,Product 1 → Product 55
194,69,Product 69,Manufacturing,63,Product 63,Manufacturing,2288484.35,0.0397,Product 69 → Product 63
195,1,Product 1,Agriculture,131,Product 131,Services,2278888.23,0.0396,Product 1 → Product 131
196,12,Product 12,Agriculture,76,Product 76,Petroleum,2240186.73,0.0389,Product 12 → Product 76
197,2,Product 2,Agriculture,77,Product 77,Petroleum,2204091.4,0.0383,Product 2 → Product 77
198,12,Product 12,Agriculture,73,Product 73,Petroleum,2198319.42,0.0382,Product 12 → Product 73
199,12,Product 12,Agriculture,63,Product 63,Manufacturing,2180123.53,0.0378,Product 12 → Product 63
200,19,Product 19,Agriculture,126,Product 126,Services,2161310.98,0.0375,Product 19 → Product 126
201,2,Product 2,Agriculture,79,Product 79,Petroleum,2160909.77,0.0375,Product 2 → Product 79
202,1,Product 1,Agriculture,57,Product 57,Manufacturing,2156387.33,0.0374,Product 1 → Product 57
203,2,Product 2,Agriculture,74,Product 74,Petroleum,2136026.02,0.0371,Product 2 → Product 74
204,114,Product 114,Electricity,131,Product 131,Services,2111059.92,0.0366,Product 114 → Product 131
205,20,Product 20,Agriculture,80,Product 80,Petroleum,2061332.08,0.0358,Product 20 → Product 80
206,114,Product 114,Electricity,78,Product 78,Petroleum,2020173.42,0.0351,Product 114 → Product 78
207,46,Product 46,Manufacturing,44,Product 44,Manufacturing,2014502.3,0.035,Product 46 → Product 44
208,15,Product 15,Agriculture,49,Product 49,Manufacturing,2005363.88,0.0348,Product 15 → Product 49
209,17,Product 17,Agriculture,44,Product 44,Manufacturing,1998262.57,0.0347,Product 17 → Product 44
210,69,Product 69,Manufacturing,132,Product 132,Services,1977157.02,0.0343,Product 69 → Product 132
211,12,Product 12,Agriculture,77,Product 77,Petroleum,1925168.46,0.0334,Product 12 → Product 77
212,71,Product 71,Petroleum,137,Product 137,Services,1923919.31,0.0334,Product 71 → Product 137
213,18,Product 18,Agriculture,119,Product 119,Services,1882665.83,0.0327,Product 18 → Product 119
214,12,Product 12,Agriculture,79,Product 79,Petroleum,1871504.19,0.0325,Product 12 → Product 79
215,67,Product 67,Manufacturing,132,Product 132,Services,1850181.86,0.0321,Product 67 → Product 132
216,1,Product 1,Agriculture,62,Product 62,Manufacturing,1843306.46,0.032,Product 1 → Product 62
217,7,Product 7,Agriculture,120,Product 120,Services,1832640.05,0.0318,Product 7 → Product 120
218,69,Product 69,Manufacturing,44,Product 44,Manufacturing,1827748.11,0.0317,Product 69 → Product 44
219,7,Product 7,Agriculture,52,Product 52,Manufacturing,1795555.43,0.0312,Product 7 → Product 52
220,72,Product 72,Petroleum,61,Product 61,Manufacturing,1793266.27,0.0311,Product 72 → Product 61
221,3,Product 3,Agriculture,51,Product 51,Manufacturing,1776948.5,0.0308,Product 3 → Product 51
222,8,Product 8,Agriculture,51,Product 51,Manufacturing,1763154.7,0.0306,Product 8 → Product 51
223,6,Product 6,Agriculture,44,Product 44,Manufacturing,1756292.53,0.0305,Product 6 → Product 44
224,66,Product 66,Manufacturing,137,Product 137,Services,1730935.95,0.03,Product 66 → Product 137
225,20,Product 20,Agriculture,47,Product 47,Manufacturing,1721571.65,0.0299,Product 20 → Product 47
226,1,Product 1,Agriculture,56,Product 56,Manufacturing,1655207.74,0.0287,Product 1 → Product 56
227,71,Product 71,Petroleum,114,Product 114,Electricity,1640422.23,0.0285,Product 71 → Product 114
228,2,Product 2,Agriculture,137,Product 137,Services,1614943.7,0.028,Product 2 → Product 137
229,12,Product 12,Agriculture,81,Product 81,Manufacturing,1611155.56,0.028,Product 12 → Product 81
230,2,Product 2,Agriculture,66,Product 66,Manufacturing,1607199.65,0.0279,Product 2 → Product 66
231,69,Product 69,Manufacturing,122,Product 122,Services,1602991.96,0.0278,Product 69 → Product 122
232,2,Product 2,Agriculture,59,Product 59,Manufacturing,1601177.04,0.0278,Product 2 → Product 59
233,2,Product 2,Agriculture,58,Product 58,Manufacturing,1587582.15,0.0276,Product 2 → Product 58
234,114,Product 114,Electricity,49,Product 49,Manufacturing,1584713.5,0.0275,Product 114 → Product 49
235,2,Product 2,Agriculture,60,Product 60,Manufacturing,1572632.25,0.0273,Product 2 → Product 60
236,70,Product 70,Manufacturing,119,Product 119,Services,1558216.91,0.027,Product 70 → Product 119
237,8,Product 8,Agriculture,118,Product 118,Services,1550902.46,0.0269,Product 8 → Product 118
238,7,Product 7,Agriculture,118,Product 118,Services,1541684.95,0.0268,Product 7 → Product 118
239,43,Product 43,Manufacturing,44,Product 44,Manufacturing,1537043.92,0.0267,Product 43 → Product 44
240,71,Product 71,Petroleum,136,Product 136,Services,1536120.64,0.0267,Product 71 → Product 136
241,17,Product 17,Agriculture,132,Product 132,Services,1525459.0,0.0265,Product 17 → Product 132
242,70,Product 70,Manufacturing,63,Product 63,Manufacturing,1515650.48,0.0263,Product 70 → Product 63
243,2,Product 2,Agriculture,67,Product 67,Manufacturing,1510777.29,0.0262,Product 2 → Product 67
244,19,Product 19,Agriculture,49,Product 49,Manufacturing,1421288.55,0.0247,Product 19 → Product 49
245,66,Product 66,Manufacturing,61,Product 61,Manufacturing,1416822.4,0.0246,Product 66 → Product 61
246,2,Product 2,Agriculture,57,Product 57,Manufacturing,1403548.07,0.0244,Product 2 → Product 57
247,71,Product 71,Petroleum,131,Product 131,Services,1379530.7,0.0239,Product 71 → Product 131
248,70,Product 70,Manufacturing,127,Product 127,Services,1376556.89,0.0239,Product 70 → Product 127
249,71,Product 71,Petroleum,66,Product 66,Manufacturing,1348806.51,0.0234,Product 71 → Product 66
250,9,Product 9,Agriculture,122,Product 122,Services,1340255.25,0.0233,Product 9 → Product 122
251,1,Product 1,Agriculture,114,Product 114,Electricity,1304517.85,0.0226,Product 1 → Product 114
252,18,Product 18,Agriculture,136,Product 136,Services,1300363.74,0.0226,Product 18 → Product 136
253,24,Product 24,Agriculture,118,Product 118,Services,1292208.14,0.0224,Product 24 → Product 118
254,1,Product 1,Agriculture,135,Product 135,Services,1288687.37,0.0224,Product 1 → Product 135
255,67,Product 67,Manufacturing,120,Product 120,Services,1272940.55,0.0221,Product 67 → Product 120
256,61,Product 61,Manufacturing,122,Product 122,Services,1269470.25,0.022,Product 61 → Product 122
257,12,Product 12,Agriculture,74,Product 74,Petroleum,1268279.65,0.022,Product 12 → Product 74
258,2,Product 2,Agriculture,131,Product 131,Services,1255755.08,0.0218,Product 2 → Product 131
259,71,Product 71,Petroleum,67,Product 67,Manufacturing,1242233.64,0.0216,Product 71 → Product 67
260,8,Product 8,Agriculture,120,Product 120,Services,1220750.33,0.0212,Product 8 → Product 120
261,15,Product 15,Agriculture,52,Product 52,Manufacturing,1220748.99,0.0212,Product 15 → Product 52
262,9,Product 9,Agriculture,132,Product 132,Services,1217957.37,0.0211,Product 9 → Product 132
263,18,Product 18,Agriculture,132,Product 132,Services,1214682.2,0.0211,Product 18 → Product 132
264,69,Product 69,Manufacturing,61,Product 61,Manufacturing,1214638.4,0.0211,Product 69 → Product 61
265,2,Product 2,Agriculture,55,Product 55,Manufacturing,1212379.87,0.021,Product 2 → Product 55
266,114,Product 114,Electricity,59,Product 59,Manufacturing,1211699.75,0.021,Product 114 → Product 59
267,2,Product 2,Agriculture,62,Product 62,Manufacturing,1208714.89,0.021,Product 2 → Product 62
268,10,Product 10,Agriculture,61,Product 61,Manufacturing,1205063.35,0.0209,Product 10 → Product 61
269,114,Product 114,Electricity,58,Product 58,Manufacturing,1201411.74,0.0209,Product 114 → Product 58
270,114,Product 114,Electricity,135,Product 135,Services,1200235.29,0.0208,Product 114 → Product 135
271,20,Product 20,Agriculture,76,Product 76,Petroleum,1193887.66,0.0207,Product 20 → Product 76
272,114,Product 114,Electricity,60,Product 60,Manufacturing,1190098.31,0.0207,Product 114 → Product 60
273,56,Product 56,Manufacturing,61,Product 61,Manufacturing,1182329.94,0.0205,Product 56 → Product 61
274,20,Product 20,Agriculture,73,Product 73,Petroleum,1180344.96,0.0205,Product 20 → Product 73
275,2,Product 2,Agriculture,78,Product 78,Petroleum,1178228.15,0.0205,Product 2 → Product 78
276,16,Product 16,Agriculture,44,Product 44,Manufacturing,1174614.06,0.0204,Product 16 → Product 44
277,61,Product 61,Manufacturing,120,Product 120,Services,1144713.86,0.0199,Product 61 → Product 120
278,114,Product 114,Electricity,57,Product 57,Manufacturing,1142490.5,0.0198,Product 114 → Product 57
279,12,Product 12,Agriculture,55,Product 55,Manufacturing,1105069.6,0.0192,Product 12 → Product 55
280,24,Product 24,Agriculture,132,Product 132,Services,1104117.52,0.0192,Product 24 → Product 132
281,2,Product 2,Agriculture,56,Product 56,Manufacturing,1088069.35,0.0189,Product 2 → Product 56
282,20,Product 20,Agriculture,81,Product 81,Manufacturing,1086489.97,0.0189,Product 20 → Product 81
