Product,Total_Output_crore,Total_Output_USD_M,Final_Demand_crore,Final_Demand_USD_M,Supply_Output_crore,Supply_Output_USD_M,Total_Output_2015prices,Total_Output_2015prices_USD_M,Deflator,USD_INR_Rate
Other non electrical machinery,621967.5550642506,79080.42658159575,52251.0,6643.483788938334,55408.0,7044.882390336936,473500.3303816364,73811.43108053568,1.3135525260625502,78.65
Electrical industrial machinery,1093564.7494148526,139041.9261811637,356318.0,45304.25937698664,246519.0,31343.80165289256,832524.5680832241,129777.79705116508,1.3135525260625502,78.65
"Electrical cables, wires",550391.7906031879,69979.88437421333,85719.0,10898.792116973935,105589.0,13425.174825174825,419010.1116496796,65317.24265778325,1.3135525260625502,78.65
Batteries,458410.8456192157,58284.91361973499,44425.0,5648.442466624284,55538.0,7061.41131595677,348985.5460849584,54401.488088068334,1.3135525260625502,78.65
Electrical appliances,658356.4705540938,83707.11640865782,223520.0,28419.580419580416,155064.0,19715.70247933884,501203.0029187759,78129.85236457924,1.3135525260625502,78.65
Communication equipment,169430.74923264387,21542.371167532594,50632.0,6437.635092180546,64833.0,8243.229497774952,128986.65707759882,20107.039295027094,1.3135525260625502,78.65
Other electrical machinery,530823.0674640439,67491.80768773603,167181.0,21256.325492689128,182097.0,23152.828989192625,404112.55502299307,62994.94232626548,1.3135525260625502,78.65
Electronic equipment including T.V,343509.95816543605,43675.773447607884,171071.0,21750.92180546726,195556.0,24864.08137317228,261512.15984877822,40765.73029599037,1.3135525260625502,78.65
"Medical precision, optical instrument",386241.7997019339,49108.93829649509,107545.0,13673.87158296249,85887.0,10920.152574698028,294043.6655850498,45836.892530794976,1.3135525260625502,78.65
Watches and clocks,50016.49122807018,6359.375871337594,9444.0,1200.7628734901461,5700.0,724.7298156389065,38077.26774200459,5935.661378332749,1.3135525260625502,78.65
Ships and boats,1178430.0,149832.16783216782,42131.0,5356.7705022250475,4579.0,582.1996185632548,897131.9963369962,139849.1030922831,1.3135525260625502,78.65
Rail equipment,1173660.0,149225.68340750158,37361.0,4750.286077558804,38257.0,4864.208518753973,893500.6227106226,139283.0277023574,1.3135525260625502,78.65
Motor vehicles,1778310.0,226104.25937698662,642011.0,81628.86204704386,855429.0,108764.01780038142,1353817.1978021977,211039.31376495672,1.3135525260625502,78.65
Motor cycles and scooters,1267530.0,161160.83916083915,131231.0,16685.441830896376,121271.0,15419.071837253654,964963.315018315,150422.9641493866,1.3135525260625502,78.65
"Bicycles, cycle-rickshaw",1162103.0,147756.26191989827,25804.0,3280.864589955499,41716.0,5304.005085823267,884702.3449328449,137911.5112911683,1.3135525260625502,78.65
Aircrafts & Spacecrafts,1207827.0,153569.8664971392,71528.0,9094.46916719644,12206.0,1551.938970120788,919511.7637362636,143337.76519661164,1.3135525260625502,78.65
Other transport equipment,1152873.431746369,146582.76309553324,16637.0,2115.3210425937696,37661.0,4788.429752066116,877675.9275871319,136816.2007150634,1.3135525260625502,78.65
Gems & jewellery,1269912.0,161463.6999364272,919074.0,116856.19834710743,257177.0,32698.919262555624,966776.7179487179,150705.6458220916,1.3135525260625502,78.65
Miscellaneous manufacturing,938400.4655731071,119313.47305443192,216716.0,27554.481881754607,1047466.0,133180.67387158296,714398.8892366694,111363.8174959734,1.3135525260625502,78.65
Construction and construction services,7372844.277342521,937424.5743601425,4185000.0,532104.2593769867,5224619.0,664287.22186904,5612904.037757096,874965.5553791263,1.3135525260625502,78.65
Electricity,680168.3956796525,86480.40631654831,155082.0,19717.991099809282,963441.0,122497.26636999364,517808.2963446438,80718.36264140978,1.3135525260625502,78.65
Gas,234749.0970009372,29847.31048962965,137871.0,17529.688493324855,136576.0,17365.034965034964,178713.14039082336,27858.634511429984,1.3135525260625502,78.65
Water Supply,295406.1689109688,37559.58918130563,80259.0,10204.577240940876,214172.0,27231.02352193261,224891.02114284376,35057.05707604734,1.3135525260625502,78.65
Trade,763475.7935327466,97072.57387574654,0.0,0.0,3787419.0,481553.5918626827,581229.7402535622,90604.79193352489,1.3135525260625502,78.65
Repair & Maintenance of Motor Vehicle,834188.0,106063.31849968212,34846.0,4430.514939605849,99297.0,12625.174825174825,635062.5372405372,98996.49840070728,1.3135525260625502,78.65
Hotels & Restaurant,588508.0,74826.19198982835,294359.0,37426.44628099173,432856.0,55035.72790845518,448027.7631257631,69840.64896738317,1.3135525260625502,78.65
Railway Transport,98331.0,12502.352193261284,32430.0,4123.331214240305,211398.0,26878.321678321678,74858.826007326,11669.3415444,1.3135525260625502,78.65
Land transport,1409532.0,179215.76605212968,541944.0,68905.78512396694,1535560.0,195239.66942148758,1073068.6227106226,167274.92170079853,1.3135525260625502,78.65
Air transport,145813.0,18539.478703115066,66849.0,8499.554990464081,90074.0,11452.511125238398,111006.6001221001,17304.224492922855,1.3135525260625502,78.65
Water Transport,129500.0,16465.35282898919,98446.0,12516.973935155753,50265.0,6390.972663699936,98587.60683760683,15368.294129011196,1.3135525260625502,78.65
Supportive and Auxiliary transport activities,196168.0,24941.894469167193,12621.0,1604.7043865225683,309536.0,39356.13477431659,149341.57264957263,23280.058090346472,1.3135525260625502,78.65
Storage and warehousing,25556.0,3249.3324856961217,0.0,0.0,47141.0,5993.7698664971385,19455.63614163614,3032.8349402394606,1.3135525260625502,78.65
Communication services,847786.0,107792.24411951684,379844.0,48295.48633184996,842388.0,107105.91226954863,645414.6166056165,100610.22862129641,1.3135525260625502,78.65
Financial services,956217.0,121578.76668785758,556123.0,70708.58232676414,1458892.0,185491.67196439923,727962.5146520146,113478.17843367335,1.3135525260625502,78.65
Insurance services,224094.0,28492.56198347107,128686.0,16361.856325492688,209849.0,26681.37317228226,170601.47619047618,26594.15061425973,1.3135525260625502,78.65
Ownership of dwellings,1416532.0,180105.78512396693,1364035.0,173431.0235219326,1364035.0,173431.0235219326,1078397.6825396824,168105.6403023667,1.3135525260625502,78.65
Real estate services,298690.0,37977.11379529561,186617.0,23727.527018436107,254578.0,32368.46789574062,227390.98290598288,35446.762728913935,1.3135525260625502,78.65
Renting of machinery & equipment,555754.7073898808,70661.75554861802,192586.0,24486.458995549903,159123.0,20231.786395422758,423092.86942318757,65953.68190540724,1.3135525260625502,78.65
Research & Development Services,494551.06291881826,62879.98257073341,201794.0,25657.215511760965,184746.0,23489.63763509218,376498.8861170735,58690.39534171059,1.3135525260625502,78.65
Legal services,105832.0,13456.071201525747,71358.0,9072.854418308963,151475.0,19259.376986649713,80569.29426129426,12559.515863023265,1.3135525260625502,78.65
Other Business services,909792.0,115676.03305785124,487526.0,61986.77685950413,901412.0,114610.55308328035,692619.4285714285,107968.73399398729,1.3135525260625502,78.65
Computer related services,1965331.0,249883.15321042592,1480488.0,188237.50794659884,1655838.0,210532.48569612205,1496195.2118437118,233233.85999122553,1.3135525260625502,78.65
Public administration and defence,2118337.0,269337.19008264464,1720700.0,218779.40241576603,1713484.0,217861.91989828352,1612677.8015873015,251391.70718430262,1.3135525260625502,78.65
Education services,1405916.0,178756.0076287349,1131162.0,143822.25047679592,1151146.0,146363.1277813096,1070315.7826617826,166845.7962060456,1.3135525260625502,78.65
Human health and social care services,808545.0,102802.92434837889,565258.0,71870.05721551176,627433.0,79775.33375715194,615540.6684981685,95953.33881499119,1.3135525260625502,78.65
"Community, social and personal services",472515.7871887046,60078.29462030573,374565.0,47624.28480610299,346335.0,44034.96503496503,359723.55715770123,56075.37913604072,1.3135525260625502,78.65
"Recreation, entertainment and radio & TV broadcasting and other services",293878.0,37365.289256198346,157007.0,19962.746344564526,257851.0,32784.61538461538,223727.6349206349,34875.70302737878,1.3135525260625502,78.65
