Product_ID,Product_Name,Water_Multiplier_m3_per_crore,Multiplier_Ratio,Source_Group
57,Synthetic yarn and synthetic textiles,4500.914393758408,1.253154785126607,Manufacturing
62,Misc. textile products,4182.831300606713,1.1645933695165516,Manufacturing
45,Dairy products,3679.4175061900833,1.0244317600785287,Manufacturing
80,"Synthetic fibres, resin",3604.4527107097965,1.003559891841614,Petroleum
56,Cotton Yarn and Cotton Textiles,3519.996954994269,0.9800455289483395,Manufacturing
66,"Paper, Paper products and newsprint",3459.8794896960476,0.9633074880265613,Manufacturing
64,Leather and leather products except footwear,3245.0812151683776,0.903502865673698,Manufacturing
35,Bauxite,3158.320429626227,0.8793467311526189,Mining
34,Manganese ore,3142.9011225888007,0.875053652745244,Mining
118,Repair & Maintenance of Motor Vehicle,3112.047818556375,0.8664634059192176,Services
36,Copper ore,3029.257741027788,0.8434128049213794,Mining
75,Fertilizers,2968.2223869210707,0.8264192033174926,Petroleum
76,Pesticides,2927.6301190227464,0.8151174121022525,Petroleum
37,Other Metallic minerals,2895.3451163060686,0.8061285484841542,Mining
73,Inorganic chemicals,2835.6166996736683,0.7894988273735452,Petroleum
89,Miscellaneous metal products,2765.4227978269973,0.7699552821535237,Manufacturing
81,Other chemicals and chemical products,2759.856970526745,0.7684056319037497,Manufacturing
77,"Paints, varnishes and lacquers",2697.1322684969814,0.7509416782228616,Petroleum
84,Iron and steel Ferro alloys,2687.2414603118295,0.748187856994184,Manufacturing
86,Iron and steel foundries,2654.0783350482416,0.738954504506643,Manufacturing
85,Iron and steel casting and forging,2617.0736770905096,0.7286515837810207,Manufacturing
67,"Publishing, printing and allied activities",2614.3683316269094,0.7278983553664051,Manufacturing
88,"Hand tools, hardware",2603.5790904694722,0.7248943903936261,Manufacturing
82,Cement,2592.8171264835646,0.7218980199927576,Manufacturing
79,"Soaps, cosmetics and glycerin",2580.2848758835685,0.7184087623811112,Petroleum
119,Hotels & Restaurant,2514.082710264501,0.6999766054073361,Services
33,Iron ore,2510.0019841261883,0.698840440388488,Mining
83,Non metallic mineral products,2494.090333484995,0.6944102825592422,Manufacturing
124,Supportive and Auxiliary transport activities,2472.2861869813714,0.6883395226788702,Services
110,Other transport equipment,2404.044223915144,0.6693394406774291,Manufacturing
108,"Bicycles, cycle-rickshaw",2385.080182069368,0.6640594291719157,Manufacturing
105,Rail equipment,2361.5943585223654,0.6575204529582426,Manufacturing
104,Ships and boats,2352.0351949826254,0.6548589689832873,Manufacturing
109,Aircrafts & Spacecrafts,2294.7895972050437,0.6389205199246049,Manufacturing
97,Batteries,2289.1435050576374,0.6373485221541962,Manufacturing
74,Organic chemicals,2247.799459967364,0.6258374194295556,Petroleum
94,Other non electrical machinery,2218.179478082188,0.6175905569506236,Manufacturing
107,Motor cycles and scooters,2186.700776173618,0.6088261854306938,Manufacturing
30,Coal and Lignite,2183.7507369817854,0.6080048288337581,Mining
87,Non ferrous basic metals (including alloys),2128.021294054243,0.5924885110442136,Manufacturing
96,"Electrical cables, wires",2124.910591099739,0.5916224220783917,Manufacturing
32,Crude petroleum,2072.3534866708596,0.5769893539625477,Mining
91,Industrial machinery for food and textile industry,2066.176288631431,0.575269484486132,Manufacturing
90,Tractors and other agricultural implements,2044.8992988933833,0.5693454967870327,Manufacturing
61,Ready made garments,2032.1019740336924,0.5657824365993116,Manufacturing
55,Tobacco Products,1976.6407095567129,0.5503407856616978,Manufacturing
31,Natural Gas,1946.9056501387001,0.5420618830352937,Mining
63,Leather footwear,1942.0047722075642,0.5406973694957247,Manufacturing
38,Limestone,1851.810595629875,0.5155853024620515,Mining
25,Industry Wood,1850.0853944853545,0.5151049680498797,Agriculture
93,Machine tools,1848.5749130829763,0.514684416394896,Manufacturing
68,Furniture & Fixtures,1838.4213710648264,0.5118574442170485,Manufacturing
65,Wood and wood products except furniture,1832.5393845535948,0.5102197682032985,Manufacturing
122,Air transport,1809.6479898121881,0.5038462942047269,Services
102,"Medical precision, optical instrument",1782.2086682934043,0.4962065761266458,Manufacturing
100,Other electrical machinery,1713.4819094881004,0.47707151619692534,Manufacturing
27,Other forestry products,1685.8243016413064,0.46937102234473643,Agriculture
98,Electrical appliances,1667.62533219422,0.46430402403021276,Manufacturing
95,Electrical industrial machinery,1649.7355076474146,0.459323098539385,Manufacturing
103,Watches and clocks,1648.4622182730513,0.4589685864263471,Manufacturing
120,Railway Transport,1647.0638003127126,0.45857923572884535,Services
92,Industrial machinery (except food and textile),1615.6717693821502,0.4498389953390193,Manufacturing
106,Motor vehicles,1558.6196078430248,0.4339544032361976,Manufacturing
28,Inland Fish,1548.9313622332415,0.4312569799387854,Agriculture
29,Marine Fish,1502.89807451679,0.41844028765577346,Agriculture
99,Communication equipment,1463.0218397071767,0.4073378559957099,Manufacturing
78,Drugs and medicine,1340.2566500951368,0.3731572937031579,Petroleum
40,Other non metallic minerals,1283.8780093144394,0.3574602247761773,Mining
121,Land transport,1251.330636609243,0.3483983115113134,Services
125,Storage and warehousing,1185.911435237504,0.3301841492175713,Services
113,Construction and construction services,1145.962481388079,0.31906147095765314,Manufacturing
26,Firewood,952.4991425481197,0.26519696974650697,Agriculture
101,Electronic equipment including T.V,861.1523854017349,0.23976399861901065,Manufacturing
131,Renting of machinery & equipment,855.8513335421659,0.2382880677474448,Services
115,Gas,851.4708834834505,0.2370684529154676,Electricity
132,Research & Development Services,804.6150305879845,0.2240227401712822,Services
126,Communication services,786.5468407875188,0.21899215382233317,Services
111,Gems & jewellery,698.5903540405103,0.19450310946219396,Manufacturing
127,Financial services,568.3450914471213,0.15823992829942468,Services
128,Insurance services,539.2301890070778,0.1501336911841775,Services
133,Legal services,525.3288439337077,0.1462632471867205,Services
134,Other Business services,505.0657793759036,0.14062155883398164,Services
140,"Recreation, entertainment and radio & TV broadcasting and other services",426.0154217332697,0.11861217912144814,Services
138,Human health and social care services,353.89867842851214,0.09853327202527486,Services
123,Water Transport,333.89125601390066,0.09296276013735968,Services
135,Computer related services,308.5575319891343,0.08590928728510155,Services
130,Real estate services,253.53788590275352,0.07059059274055889,Services
137,Education services,210.05639567330098,0.05848437769655887,Services
139,"Community, social and personal services",201.10400046829352,0.055991831536370384,Services
129,Ownership of dwellings,41.49543498784236,0.011553253042989525,Services
39,Mica,0.0,0.0,Mining
