Category_ID,Category_Name,Source_ID,Source_Name,Source_Group,Water_m3,WSI_weight,Scarce_m3,Water_pct,Scarce_pct
FOOD_M02,Processed Fruit/Veg,12,Sugarcane,Agriculture,72618851.83786924,0.827,60055790.46991786,1.260564381897208,1.2663645428284884
SERV_018,Other Services,1,Paddy,Agriculture,69336478.9061295,0.827,57341268.05536909,1.2035868574509052,1.2091248510419048
SERV_012,Health & Social Work,114,Electricity,Electricity,64875406.91344551,0.814,52808581.22754464,1.1261487223560163,1.113546492359276
FOOD_M02,Processed Fruit/Veg,114,Electricity,Electricity,63833810.12070229,0.814,51960721.43825166,1.1080680203895088,1.0956681234951031
FOOD_M02,Processed Fruit/Veg,19,Vegetables,Agriculture,57194240.841934904,0.827,47299637.17628016,0.9928141388954954,0.9973823163429477
FOOD_M02,Processed Fruit/Veg,7,Groundnut,Agriculture,57099723.96733513,0.827,47221471.72098615,0.9911734546572659,0.9957340829205941
SERV_001,Hotels & Restaurants,2,Wheat,Agriculture,52786773.51411063,0.827,43654661.69616949,0.9163065077884218,0.9205226551616749
TEXT_001,Ready Made Garments,2,Wheat,Agriculture,50837886.423535764,0.827,42042932.072264075,0.8824764817202206,0.8865369689793828
SERV_004,Air Transport,114,Electricity,Electricity,49438068.74818145,0.814,40242587.961019695,0.8581775530254871,0.8485740693234045
FOOD_M04,Grain Mill & Bakery,2,Wheat,Agriculture,49297964.55262714,0.827,40769416.685022645,0.8557455349723178,0.8596830266945524
SERV_012,Health & Social Work,1,Paddy,Agriculture,48213871.668464534,0.827,39872871.86982017,0.8369271587262347,0.8407780625579496
SERV_002,Railway Transport,1,Paddy,Agriculture,45552559.734895885,0.827,37671966.90075889,0.7907304075015728,0.794368748932308
FOOD_M02,Processed Fruit/Veg,24,Other livestock products,Agriculture,42723905.24825684,0.827,35332669.6403084,0.7416288174280778,0.7450412305932697
SERV_004,Air Transport,1,Paddy,Agriculture,42131196.103244536,0.827,34842499.17738323,0.7313401937701968,0.7347052664950001
TEXT_001,Ready Made Garments,114,Electricity,Electricity,40679873.81463201,0.814,33113417.285110455,0.7061472151237836,0.6982450353850986
SERV_012,Health & Social Work,71,Petroleum products,Petroleum,40440886.275726214,0.814,32918881.428441137,0.7019987168807307,0.6941429611426791
SERV_003,Road Transport,20,Other food crops,Agriculture,40023167.50688314,0.827,33099159.528192353,0.6947476878665408,0.6979443896408652
FOOD_M02,Processed Fruit/Veg,71,Petroleum products,Petroleum,39410770.32326374,0.814,32080367.043136682,0.6841173066678917,0.6764616538467061
CHEM_M04,Other Chemicals,114,Electricity,Electricity,38346745.34700536,0.814,31214250.712462362,0.6656472819763021,0.658198318995089
SERV_012,Health & Social Work,66,"Paper, Paper products and newsprint",Manufacturing,36384365.84289208,0.814,29616873.79611415,0.631583045981864,0.6245152807307046
CHEM_M04,Other Chemicals,1,Paddy,Agriculture,35979342.63385582,0.827,29754916.358198762,0.6245523945982164,0.6274261108880851
SERV_012,Health & Social Work,2,Wheat,Agriculture,33946202.52775,0.827,28073509.49044925,0.5892598509087938,0.5919711776880491
FOOD_M02,Processed Fruit/Veg,18,Fruits,Agriculture,32830366.06282159,0.827,27150712.733953454,0.5698904493262512,0.5725126528144358
FOOD_M06,Beverages,114,Electricity,Electricity,28524045.31555339,0.814,23218572.886860456,0.49513858512505404,0.4895977092121887
FOOD_M02,Processed Fruit/Veg,13,Coconut,Agriculture,26967452.487836268,0.827,22302083.207440592,0.4681182532680083,0.47027217832159257
SERV_004,Air Transport,2,Wheat,Agriculture,24634940.428859837,0.827,20373095.734667085,0.4276290201353233,0.42959664445605616
SERV_006,Real Estate,114,Electricity,Electricity,24634260.410647854,0.814,20052287.974267352,0.4276172159451526,0.42283194167459937
FOOD_M02,Processed Fruit/Veg,44,Processed fruits & Processed Vegetables,Manufacturing,24362823.831820037,0.814,19831338.59910151,0.4229054465553211,0.41817289960253995
TEXT_001,Ready Made Garments,20,Other food crops,Agriculture,24217564.207714967,0.827,20027925.599780276,0.42038393728272283,0.4223182252288056
SERV_001,Hotels & Restaurants,12,Sugarcane,Agriculture,24026997.39372164,0.827,19870326.844607797,0.41707595688903737,0.4189950240190188
TEXT_001,Ready Made Garments,61,Ready made garments,Manufacturing,23501547.025036816,0.814,19130259.278379966,0.4079548540010758,0.4033896124869244
SERV_003,Road Transport,66,"Paper, Paper products and newsprint",Manufacturing,22788389.589093473,0.814,18549749.125522085,0.3955754120285917,0.3911487033492885
SERV_003,Road Transport,12,Sugarcane,Agriculture,21516380.446705807,0.827,17794046.6294257,0.373495065427665,0.3752136063587192
SERV_001,Hotels & Restaurants,20,Other food crops,Agriculture,21362226.716449708,0.827,17666561.494503908,0.3708191665835015,0.37252539505820303
CHEM_M04,Other Chemicals,71,Petroleum products,Petroleum,20694260.57031683,0.814,16845128.1042379,0.3592241838645767,0.3552042656285717
SERV_001,Hotels & Restaurants,70,Plastic products,Manufacturing,20658078.0487658,0.814,16815675.531695362,0.35859610456064767,0.3545832148810732
SERV_006,Real Estate,2,Wheat,Agriculture,20418980.510760184,0.827,16886496.882398672,0.3544456968830091,0.356076587072233
CHEM_M04,Other Chemicals,2,Wheat,Agriculture,19563136.146628067,0.827,16178713.593261411,0.3395894041357611,0.3411519369368074
SERV_002,Railway Transport,20,Other food crops,Agriculture,19452850.832396727,0.827,16087507.638392093,0.3376750012576111,0.33922872542901494
SERV_006,Real Estate,1,Paddy,Agriculture,18916498.373854697,0.827,15643944.155177834,0.32836465293524186,0.3298755379471617
TEXT_001,Ready Made Garments,71,Petroleum products,Petroleum,18425290.077907287,0.814,14998186.12341653,0.3198379458021386,0.31625878145673053
SERV_003,Road Transport,19,Vegetables,Agriculture,16842860.464577578,0.827,13929045.604205657,0.2923691225291359,0.2937143834189081
TEXT_001,Ready Made Garments,12,Sugarcane,Agriculture,16835636.75786934,0.827,13923071.598757943,0.2922437288172936,0.29358841274033654
FOOD_M06,Beverages,20,Other food crops,Agriculture,16650298.752794236,0.827,13769797.068560833,0.2890265134262933,0.2903563941649164
SERV_005,Financial Services,1,Paddy,Agriculture,15072550.397713432,0.827,12464999.178909007,0.261638950421963,0.26284281437380236
SERV_002,Railway Transport,19,Vegetables,Agriculture,14801961.113075161,0.827,12241221.840513159,0.25694188890549086,0.2581241405437579
UTIL_M01,"Electricity, Heat & Energy",114,Electricity,Electricity,14756405.570761947,0.814,12011714.134600224,0.2561511067244911,0.2532846334987273
CHEM_M04,Other Chemicals,12,Sugarcane,Agriculture,14077944.509114796,0.827,11642460.109037936,0.24437394656329764,0.24549837006584493
SERV_001,Hotels & Restaurants,66,"Paper, Paper products and newsprint",Manufacturing,13793618.323403101,0.814,11228005.315250123,0.2394384311499026,0.23675898205094437
SERV_003,Road Transport,70,Plastic products,Manufacturing,13741324.246637931,0.814,11185437.936763275,0.2385306771867644,0.2358613863590867
SERV_005,Financial Services,2,Wheat,Agriculture,13435065.965084134,0.827,11110799.553124579,0.23321445045476252,0.23428752642260947
SERV_012,Health & Social Work,20,Other food crops,Agriculture,13418969.706087194,0.827,11097487.94693411,0.23293504131705492,0.23400683165602987
FOOD_M06,Beverages,71,Petroleum products,Petroleum,13225923.970776174,0.814,10765902.112211805,0.22958403022487284,0.2270148573482927
SERV_018,Other Services,12,Sugarcane,Agriculture,13199537.561712265,0.827,10916017.563536042,0.22912599809423004,0.2301802621061059
SERV_005,Financial Services,114,Electricity,Electricity,13132014.676474443,0.814,10689459.946650196,0.22795389275326752,0.22540296202085153
TEXT_M01,Textiles,1,Paddy,Agriculture,12898090.555107538,0.827,10666720.889073933,0.22389328854377014,0.2249234755962021
SERV_018,Other Services,20,Other food crops,Agriculture,12002452.94929995,0.827,9926028.589071058,0.20834623930799603,0.20930489063494742
SERV_005,Financial Services,71,Petroleum products,Petroleum,11892369.737716276,0.814,9680388.966501048,0.20643534465660376,0.2041252184351077
FOOD_M02,Processed Fruit/Veg,70,Plastic products,Manufacturing,11141700.970389193,0.814,9069344.589896802,0.19340475705095192,0.19124045034577655
SERV_001,Hotels & Restaurants,69,Rubber products,Manufacturing,10655461.091393583,0.814,8673545.328394376,0.18496429487057578,0.1828944416275092
SERV_004,Air Transport,20,Other food crops,Agriculture,10524890.204198401,0.827,8704084.198872078,0.1826977620688945,0.18353839856235907
SERV_005,Financial Services,66,"Paper, Paper products and newsprint",Manufacturing,10214710.44144315,0.814,8314774.299334724,0.17731346376316592,0.17532922757170868
FOOD_M06,Beverages,9,Other oil seeds,Agriculture,9626232.426810829,0.827,7960894.216972555,0.16709828676709768,0.1678671463100999
SERV_012,Health & Social Work,12,Sugarcane,Agriculture,9545559.013110476,0.827,7894177.303842363,0.1656979061592664,0.16646032221314022
CHEM_M04,Other Chemicals,20,Other food crops,Agriculture,9182080.726883959,0.827,7593580.761133034,0.15938841806334955,0.16012180263983447
SERV_004,Air Transport,12,Sugarcane,Agriculture,9073584.50237302,0.827,7503854.383462487,0.1575050713465196,0.15822979019025502
FOOD_M06,Beverages,18,Fruits,Agriculture,9026669.212992484,0.827,7465055.439144784,0.1566906858080159,0.1574116574673542
TEXT_002,Leather Footwear,1,Paddy,Agriculture,8866222.094071468,0.827,7332365.671797104,0.1539055423064164,0.1546136988483692
TEXT_002,Leather Footwear,114,Electricity,Electricity,8506428.643636074,0.814,6924232.915919764,0.14766001794214598,0.14600762028765443
TEXT_M01,Textiles,2,Wheat,Agriculture,8461723.748089962,0.827,6997845.5396703975,0.14688400183068667,0.14755985057041243
TEXT_001,Ready Made Garments,19,Vegetables,Agriculture,8183894.112432352,0.827,6768080.430981555,0.14206125767979624,0.14271491580981796
FOOD_M06,Beverages,70,Plastic products,Manufacturing,7980428.794875354,0.814,6496069.039028537,0.13852937682830077,0.1369791561217115
WOOD_M02,Paper Products,66,"Paper, Paper products and newsprint",Manufacturing,7854853.3057738105,0.814,6393850.590899881,0.13634955733522833,0.13482373002007816
SERV_M03,Support & Travel Agencies,71,Petroleum products,Petroleum,7781943.935238239,0.814,6334502.363283927,0.13508394994434203,0.1335722854791857
SERV_012,Health & Social Work,70,Plastic products,Manufacturing,7749827.324250053,0.814,6308359.441939542,0.13452644931118213,0.13302102358791038
SERV_001,Hotels & Restaurants,72,Coal tar products,Petroleum,7547412.05997967,0.814,6143593.4168234505,0.13101279595487147,0.12954668996517132
SERV_006,Real Estate,71,Petroleum products,Petroleum,6866591.018460823,0.814,5589405.08902711,0.11919466975671979,0.1178608151664334
SERV_006,Real Estate,20,Other food crops,Agriculture,6815715.2204118315,0.827,5636596.487280584,0.11831153518080638,0.11885591510612419
SERV_001,Hotels & Restaurants,19,Vegetables,Agriculture,6706176.993931076,0.827,5546008.373980999,0.11641010072868764,0.11694573169522085
SERV_003,Road Transport,72,Coal tar products,Petroleum,6577146.282503786,0.814,5353797.073958081,0.11417030328106016,0.11289267414364443
TEXT_M01,Textiles,114,Electricity,Electricity,6496059.96493349,0.814,5287792.811455861,0.11276275522430312,0.11150087733180788
SERV_004,Air Transport,66,"Paper, Paper products and newsprint",Manufacturing,6402336.32482627,0.814,5211501.7684085835,0.11113584045670685,0.10989216864452706
FOOD_M06,Beverages,19,Vegetables,Agriculture,5820345.280522768,0.827,4813425.546992329,0.10103326843215747,0.10149814688242574
FOOD_M04,Grain Mill & Bakery,20,Other food crops,Agriculture,5802590.774983966,0.827,4798742.570911739,0.10072507439253842,0.10118853476765437
SERV_001,Hotels & Restaurants,67,"Publishing, printing and allied activities",Manufacturing,5777509.312711083,0.814,4702892.5805468215,0.1002896943612253,0.09916739695098731
TEXT_002,Leather Footwear,20,Other food crops,Agriculture,5623979.982562882,0.827,4651031.445579503,0.09762463425268146,0.09807382875448922
SERV_018,Other Services,114,Electricity,Electricity,5502235.3234665375,0.814,4478819.553301761,0.09551131275200965,0.09444248808729462
FOOD_M06,Beverages,8,Rapeseed and mustard,Agriculture,5428822.667578505,0.827,4489636.346087424,0.09423696901273462,0.09467057604923307
TEXT_002,Leather Footwear,24,Other livestock products,Agriculture,5377525.095474945,0.827,4447213.253957779,0.09334651301356899,0.0937760228471228
TEXT_002,Leather Footwear,2,Wheat,Agriculture,5055510.757850568,0.827,4180907.3967424193,0.08775678260340249,0.08816057273837763
WOOD_M03,Printing/Publishing,67,"Publishing, printing and allied activities",Manufacturing,4953147.418495647,0.814,4031861.998655456,0.08597989442165378,0.08501773162460309
SERV_012,Health & Social Work,19,Vegetables,Agriculture,4919788.874561577,0.827,4068665.399262424,0.08540083552370914,0.08579378537761333
SERV_001,Hotels & Restaurants,17,Rubber,Agriculture,4880137.332535752,0.827,4035873.574007067,0.08471253874814666,0.08510232158248082
SERV_M03,Support & Travel Agencies,114,Electricity,Electricity,4805776.293288761,0.814,3911901.9027370512,0.08342173236518571,0.08248819682310103
SERV_002,Railway Transport,24,Other livestock products,Agriculture,4712777.663333602,0.827,3897467.127576889,0.08180740278657374,0.08218381838925647
SERV_005,Financial Services,20,Other food crops,Agriculture,4438997.584179869,0.827,3671051.0021167514,0.07705495342225836,0.07740950185851417
SERV_003,Road Transport,24,Other livestock products,Agriculture,4381056.520419042,0.827,3623133.7423865474,0.0760491754544491,0.07639909606355208
SERV_002,Railway Transport,12,Sugarcane,Agriculture,4336794.012420417,0.827,3586528.6482716845,0.07528083858840945,0.07562722389417015
SERV_M03,Support & Travel Agencies,1,Paddy,Agriculture,4258218.119812826,0.827,3521546.3850852065,0.07391686809052757,0.07425697743886249
FOOD_M04,Grain Mill & Bakery,18,Fruits,Agriculture,4234803.746403864,0.827,3502182.698275995,0.07351042645179613,0.07384866566406528
TEXT_M01,Textiles,20,Other food crops,Agriculture,4186362.621287577,0.827,3462121.887804826,0.0726695544826696,0.07300392464008239
FOOD_M06,Beverages,3,Coarse cereals,Agriculture,4160752.4393285364,0.827,3440942.2673246996,0.07222499659756905,0.07255732123686799
FOOD_M02,Processed Fruit/Veg,3,Coarse cereals,Agriculture,3934078.283054132,0.827,3253482.740085767,0.06829024190970838,0.06860446179311983
SERV_004,Air Transport,70,Plastic products,Manufacturing,3823207.3319485146,0.814,3112090.7682060907,0.06636567317289001,0.06562300441110913
SERV_002,Railway Transport,114,Electricity,Electricity,3746857.4484939817,0.814,3049941.963074101,0.06504034316272042,0.06431250558023067
SERV_006,Real Estate,19,Vegetables,Agriculture,3560575.2731696717,0.827,2944595.750911318,0.06180673826188251,0.062091125980355794
WOOD_M02,Paper Products,1,Paddy,Agriculture,3550751.1847060206,0.827,2936471.229751879,0.06163620546373892,0.06191980851965353
TEXT_002,Leather Footwear,71,Petroleum products,Petroleum,3464412.4601661125,0.814,2820031.742575215,0.06013748277425836,0.059464510924003365
SERV_018,Other Services,71,Petroleum products,Petroleum,3460039.9560023793,0.814,2816472.5241859364,0.060061582056070116,0.059389459577029194
SERV_003,Road Transport,69,Rubber products,Manufacturing,3403283.8363527264,0.814,2770273.0427911193,0.05907637310447748,0.05841527566107913
SERV_004,Air Transport,19,Vegetables,Agriculture,3369789.834462283,0.827,2786816.193100308,0.05849496284086501,0.058764112281400244
SERV_003,Road Transport,18,Fruits,Agriculture,3364850.818464045,0.827,2782731.626869765,0.05840922824865609,0.05867798320364236
CHEM_M04,Other Chemicals,70,Plastic products,Manufacturing,3357180.3866734575,0.814,2732744.834752194,0.05827607999769539,0.05762393827887965
WOOD_M03,Printing/Publishing,66,"Paper, Paper products and newsprint",Manufacturing,3242667.7654132294,0.814,2639531.5610463684,0.056288296825901245,0.05565839950537616
SERV_001,Hotels & Restaurants,9,Other oil seeds,Agriculture,3228319.1163361426,0.827,2669819.90920999,0.05603922381665978,0.056297073809304723
SERV_006,Real Estate,12,Sugarcane,Agriculture,3133535.011560006,0.827,2591433.454560125,0.05439390082645928,0.05464418029096289
WOOD_M03,Printing/Publishing,1,Paddy,Agriculture,3096932.777118047,0.827,2561163.4066766244,0.053758535878272035,0.05400589187531733
FOOD_M02,Processed Fruit/Veg,15,Tea,Agriculture,3086851.620140907,0.827,2552826.28985653,0.053583540720787734,0.05383009152288212
TEXT_001,Ready Made Garments,70,Plastic products,Manufacturing,3054784.7400094196,0.814,2486594.7783676675,0.053026903347581006,0.05243350283241363
SERV_018,Other Services,19,Vegetables,Agriculture,2987164.2869971935,0.827,2470384.865346679,0.05185310436291412,0.052091693009722245
TEXT_M01,Textiles,71,Petroleum products,Petroleum,2973540.286777904,0.814,2420461.7934372136,0.051616610271080506,0.051038991719129935
FOOD_M02,Processed Fruit/Veg,72,Coal tar products,Petroleum,2967209.0050501483,0.814,2415308.1301108208,0.05150670784167301,0.050930319158979574
FOOD_M02,Processed Fruit/Veg,4,Gram,Agriculture,2927261.8857291057,0.827,2420845.57949797,0.050813280246756874,0.05104708441186732
WOOD_M03,Printing/Publishing,114,Electricity,Electricity,2878226.830344278,0.814,2342876.639900242,0.049962098456930816,0.04940299481158212
SERV_M03,Support & Travel Agencies,2,Wheat,Agriculture,2877600.5967528303,0.827,2379775.6935145906,0.04995122789453348,0.05018106554873351
SERV_002,Railway Transport,71,Petroleum products,Petroleum,2846110.5076801535,0.814,2316733.953251645,0.04940460282868403,0.04885173786921214
FOOD_M06,Beverages,7,Groundnut,Agriculture,2827741.898583178,0.827,2338542.550128288,0.04908574878752766,0.049311604163491535
SERV_003,Road Transport,9,Other oil seeds,Agriculture,2791035.751948856,0.827,2308186.5668617035,0.04844858006517955,0.04867150367408488
SERV_005,Financial Services,12,Sugarcane,Agriculture,2744983.3244144088,0.827,2270101.209290716,0.04764917263335406,0.04786841797574574
TEXT_M01,Textiles,12,Sugarcane,Agriculture,2743728.1514390525,0.827,2269063.181240096,0.04762738453968678,0.047846529629801404
SERV_003,Road Transport,17,Rubber,Agriculture,2695819.370138424,0.827,2229442.6191044766,0.04679575333430077,0.04701107188854307
WOOD_M02,Paper Products,114,Electricity,Electricity,2693238.9675212037,0.814,2192296.51956226,0.046750961058632676,0.04622779182517926
SERV_005,Financial Services,70,Plastic products,Manufacturing,2687954.251968518,0.814,2187994.7611023732,0.046659225592902,0.046137082930286906
FOOD_M04,Grain Mill & Bakery,114,Electricity,Electricity,2621539.1941317795,0.814,2133932.9040232683,0.045506350627079736,0.04499710927597737
SERV_004,Air Transport,72,Coal tar products,Petroleum,2600476.2579384353,0.814,2116787.673961886,0.04514072673642966,0.04463557691983851
CHEM_M04,Other Chemicals,19,Vegetables,Agriculture,2600036.294862872,0.827,2150230.015851595,0.04513308957654116,0.04534075781358578
FOOD_M02,Processed Fruit/Veg,66,"Paper, Paper products and newsprint",Manufacturing,2590158.638857876,0.814,2108389.132030311,0.04496162691882343,0.04445848132871591
TEXT_001,Ready Made Garments,9,Other oil seeds,Agriculture,2586949.57859746,0.827,2139407.3015000992,0.04490592200252051,0.045112544986735045
SERV_012,Health & Social Work,72,Coal tar products,Petroleum,2573100.263345465,0.814,2094503.6143632084,0.044665516748533474,0.044165684795778
TEXT_001,Ready Made Garments,7,Groundnut,Agriculture,2569200.559474071,0.827,2124728.8626850564,0.04459782319960211,0.04480302854687137
SERV_006,Real Estate,66,"Paper, Paper products and newsprint",Manufacturing,2481427.903410835,0.814,2019882.3133764197,0.04307420941147925,0.04259218507210463
SERV_001,Hotels & Restaurants,18,Fruits,Agriculture,2464034.034623144,0.827,2037756.14663334,0.04277227553477586,0.04296908109668249
TEXT_001,Ready Made Garments,18,Fruits,Agriculture,2378552.5483016744,0.827,1967062.9574454846,0.04128843333345526,0.04147841137930013
CHEM_M04,Other Chemicals,72,Coal tar products,Petroleum,2365631.823371794,0.814,1925624.3042246404,0.04106414714298695,0.040604616517375396
FOOD_005,Tobacco Products,1,Paddy,Agriculture,2291045.5214213496,0.827,1894694.646215456,0.039769430506237116,0.039952419253495214
TEXT_002,Leather Footwear,69,Rubber products,Manufacturing,2288484.3492533914,0.814,1862826.2602922604,0.03972497204498186,0.03928042753288794
SERV_010,Public Admin & Education,1,Paddy,Agriculture,2278888.228437621,0.827,1884640.5649179127,0.03955839645477907,0.03974041418343787
FOOD_M04,Grain Mill & Bakery,19,Vegetables,Agriculture,2194160.560356729,0.827,1814570.7834150149,0.038087639511631084,0.03826288993265881
TEXT_002,Leather Footwear,12,Sugarcane,Agriculture,2180123.5322657167,0.827,1802962.1611837477,0.03784397581836964,0.03801810508394167
SERV_005,Financial Services,19,Vegetables,Agriculture,2161310.975451237,0.827,1787404.176698173,0.037517415449366605,0.03769004213187252
FOOD_M06,Beverages,15,Tea,Agriculture,2122994.5173134794,0.827,1755716.4658182475,0.036852293912100376,0.03702186020990051
FOOD_M04,Grain Mill & Bakery,15,Tea,Agriculture,2114232.0845175115,0.827,1748469.9338959819,0.036700190010677834,0.03686905644172051
SERV_010,Public Admin & Education,114,Electricity,Electricity,2111059.920527475,0.814,1718402.7753093645,0.03664512556338659,0.03623504624487253
FOOD_M02,Processed Fruit/Veg,46,Edible Oils and Fats,Manufacturing,2014502.3016155327,0.814,1639804.8735150436,0.034969016782805104,0.03457769405294859
CHEM_M04,Other Chemicals,9,Other oil seeds,Agriculture,2005858.247527939,0.827,1658844.7707056054,0.034818967774562164,0.034979178248103836
FOOD_M02,Processed Fruit/Veg,17,Rubber,Agriculture,1998262.5705221898,0.827,1652563.145821851,0.03468711716487172,0.034846720961938894
SERV_012,Health & Social Work,69,Rubber products,Manufacturing,1977157.0231409725,0.814,1609405.8168367515,0.034320753602024356,0.033936685297396435
SERV_002,Railway Transport,18,Fruits,Agriculture,1882665.831875403,0.827,1556964.6429609582,0.03268051519150326,0.03283088612864063
SERV_012,Health & Social Work,67,"Publishing, printing and allied activities",Manufacturing,1850181.8597652214,0.814,1506048.03384889,0.03211663766950582,0.03175723464697578
SERV_018,Other Services,66,"Paper, Paper products and newsprint",Manufacturing,1847434.461462728,0.814,1503811.6516306605,0.03206894657614152,0.03171007724344786
SERV_003,Road Transport,7,Groundnut,Agriculture,1832640.0482727205,0.827,1515593.3199215399,0.03181213570890238,0.031958511022475544
FOOD_M02,Processed Fruit/Veg,69,Rubber products,Manufacturing,1827748.1075126852,0.814,1487786.9595153257,0.03172721827872572,0.031372173075576354
FOOD_M04,Grain Mill & Bakery,71,Petroleum products,Petroleum,1810287.008039705,0.814,1473573.6245443197,0.03142411736887458,0.031072464033337674
TEXT_001,Ready Made Garments,72,Coal tar products,Petroleum,1793266.2710448047,0.814,1459718.7446304709,0.031128660551995764,0.030780313542423172
FOOD_M02,Processed Fruit/Veg,6,Other pulses,Agriculture,1756292.5300036543,0.827,1452453.922313022,0.030486846755131792,0.030627124094398595
CHEM_M04,Other Chemicals,66,"Paper, Paper products and newsprint",Manufacturing,1687312.0494518331,0.814,1373472.008253792,0.02928943954434422,0.02896167443989049
UTIL_M01,"Electricity, Heat & Energy",71,Petroleum products,Petroleum,1640422.2336330507,0.814,1335303.6981773032,0.028475496192184882,0.02815683956614489
WOOD_M02,Paper Products,2,Wheat,Agriculture,1607199.6505607343,0.827,1329154.1110137273,0.02789879738966066,0.02802716648922674
SERV_004,Air Transport,69,Rubber products,Manufacturing,1602991.9603703606,0.814,1304835.4557414735,0.027825757617620676,0.027514371927285588
SERV_002,Railway Transport,70,Plastic products,Manufacturing,1558216.913816088,0.814,1268388.5678462957,0.027048523780185203,0.026745835768394843
SERV_001,Hotels & Restaurants,8,Rapeseed and mustard,Agriculture,1550902.4640927631,0.827,1282596.3378047151,0.0269215548931669,0.027045427464170102
SERV_001,Hotels & Restaurants,7,Groundnut,Agriculture,1541684.9518431204,0.827,1274973.4551742605,0.02676155143211601,0.026884687788581513
FOOD_M02,Processed Fruit/Veg,43,Processed fish & fish products,Manufacturing,1537043.9183692804,0.814,1251153.7495525943,0.026680989410764074,0.02638241431280402
SERV_012,Health & Social Work,17,Rubber,Agriculture,1525458.9979638087,0.827,1261554.5913160697,0.0264798909678576,0.026601731336554333
TEXT_002,Leather Footwear,70,Plastic products,Manufacturing,1515650.4759154567,0.814,1233739.4873951816,0.026309628381486625,0.0260152090198071
WOOD_M03,Printing/Publishing,2,Wheat,Agriculture,1510777.287443481,0.827,1249412.8167157588,0.026225036465495448,0.02634570418712315
CHEM_M04,Other Chemicals,18,Fruits,Agriculture,1444951.7170090962,0.827,1194975.0699665225,0.0250823941982656,0.02519780434706958
TEXT_M01,Textiles,19,Vegetables,Agriculture,1418315.202262124,0.827,1172946.6722707765,0.02462002057353689,0.024733303229709538
TEXT_001,Ready Made Garments,66,"Paper, Paper products and newsprint",Manufacturing,1416822.3999611342,0.814,1153293.433568363,0.024594107558359463,0.024318885827994585
FOOD_M06,Beverages,24,Other livestock products,Agriculture,1401446.2535039266,0.827,1158996.0516477472,0.024327198593755275,0.02443913390533264
SERV_010,Public Admin & Education,71,Petroleum products,Petroleum,1379530.7005580284,0.814,1122937.990254235,0.023946774437299867,0.02367879672427848
SERV_006,Real Estate,70,Plastic products,Manufacturing,1376556.88973891,0.814,1120517.3082474726,0.023895153130955738,0.023627753089037973
